ISO3,Year,FAOSTAT,HC_cat2,hotspot_pct,F.prod.tonne,F.exp.tonne,F.imp.tonne,Diet.supply.percent,Ag.area.km2,Pop.1000,GDP.pc
SLE,2010,197,HHC_L,64.39245717,5412667,18700.47006,53130.47006,107,39303.8,6415.634,401.8348761
SLE,2011,197,HHC_L,64.39245717,5784402,18199.29717,65713.29717,106,40176.3,6563.24,417.6032956
SLE,2012,197,HHC_L,64.39245717,5964042,27053.95957,74282.87094,105,38366.5,6712.584,470.3010543
SLE,2013,197,HHC_L,64.39245717,6326774,16520.27421,69487.27421,105,39486.5,6863.981,555.2059668
SLE,2014,197,HHC_L,64.39245717,6499640,14800.11504,78690.11504,104,39490,7017.148,567.8335388
SLE,2015,197,HHC_L,64.39245717,6535134,15780.33605,112809.336,105,39490,7171.914,441.1379716
SLE,2016,197,HHC_L,64.39245717,6179233,28569.03115,100697.0311,104,39490,7328.834,457.832592
SLE,2017,197,HHC_L,64.39245717,6397431,42452.41719,103238.4172,105,39490,7488.423,466.9453188
SLE,2018,197,HHC_L,64.39245717,6602359,25237.79374,87024.79374,105,39490,7650.15,472.8257471
SLV,2000,60,HHC_LM,99.84653228,2913670,380062.3175,1101536.317,120,13752.2,5887.936,2665.685957
SLV,2001,60,HHC_LM,99.84653228,2911288,360696.2313,1205173.231,120,13611,5927.006,2671.346062
SLV,2002,60,HHC_LM,99.84653228,2838294,265421.3178,1235123.318,119,13420,5962.136,2697.583841
SLV,2003,60,HHC_LM,99.84653228,2874389,376867.3279,1243253.328,117,13279,5994.077,2725.12927
SLV,2004,60,HHC_LM,99.84653228,3001607,376201.3097,1307511.31,116,13488,6023.797,2735.836696
SLV,2005,60,HHC_LM,99.84653228,3251642,425262.6268,1336450.627,116,12817,6052.123,2796.758657
SLV,2006,60,HHC_LM,99.84653228,3295699,317928.3395,1531500.34,115,12749,6079.399,2905.128389
SLV,2007,60,HHC_LM,99.84653228,3340984,346215.1713,1550410.171,115,12942,6105.81,2946.378573
SLV,2008,60,HHC_LM,99.84653228,3677076,367007.3051,1446003.461,114,12853,6131.764,3009.332186
SLV,2009,60,HHC_LM,99.84653228,3544113,339252.659,1353055.659,113,12764,6157.686,2934.155035
SLV,2010,60,HHC_LM,99.84653228,3294296,360409.1396,1337006.14,113,12675,6183.875,2983.228806
SLV,2011,60,HHC_LM,99.84653228,3315621,341226.9897,1551598.99,114,12586,6210.568,3083.739995
SLV,2012,60,HHC_LM,99.84653228,3708100,436442.0726,1383845.351,114,12497,6237.923,3156.623378
SLV,2013,60,HHC_LM,99.84653228,3596837,484049.3816,1284008.382,114,12408,6266.07,3212.695473
SLV,2014,60,HHC_LM,99.84653228,3629334,453126.7937,1429794.794,114,12319,6295.128,3252.596561
SLV,2015,60,HHC_LM,99.84653228,3596344,459984.2194,1686539.219,115,12230,6325.124,3314.78103
SLV,2016,60,HHC_LM,99.84653228,3676844,331398.4955,1900908.495,117,12141,6356.143,3382.441469
SLV,2017,60,HHC_LM,99.84653228,3859195,442881.3802,1692060.38,118,12052,6388.126,3441.307945
SLV,2018,60,HHC_LM,99.84653228,3604627,394905.8398,1874382.84,118,11957,6420.746,3506.422244
STP,2001,193,HHC_LM,92.98777161,78351,3533.031023,8235.031023,109,510,144.755,840.7710567
STP,2002,193,HHC_LM,92.98777161,78521,3301.709476,10257.70948,111,510,147.447,845.051998
STP,2003,193,HHC_LM,92.98777161,78791,4673.819456,10581.81946,112,530,150.415,882.9072245
STP,2004,193,HHC_LM,92.98777161,75189,2780.606347,10244.60635,113,490,153.737,896.8791403
STP,2005,193,HHC_LM,92.98777161,80443,2725.556944,8880.556944,113,480,157.472,937.7139556
STP,2006,193,HHC_LM,92.98777161,81682,3148.235451,10645.23545,112,480,161.681,996.5869127
STP,2007,193,HHC_LM,92.98777161,79835,1914.114497,8993.114496,110,480,166.3,1000.41811
STP,2008,193,HHC_LM,92.98777161,80620,1572.485105,8120.484062,108,470,171.12,1051.796872
STP,2009,193,HHC_LM,92.98777161,83332,2391.044182,8531.044182,106,470,175.876,1048.190171
STP,2010,193,HHC_LM,92.98777161,87050,2213.926999,10234.927,105,460,180.371,1090.260763
STP,2011,193,HHC_LM,92.98777161,90457,2109.773752,11232.77375,106,440,184.524,1112.619643
STP,2012,193,HHC_LM,92.98777161,96023,2337.726989,13797.71966,107,440,188.404,1123.986007
STP,2013,193,HHC_LM,92.98777161,115111,1832.291232,16243.29123,108,440,192.087,1155.519951
STP,2014,193,HHC_LM,92.98777161,100902,2963.847965,16662.84796,107,440,195.727,1208.23942
STP,2015,193,HHC_LM,92.98777161,86520,2620.276357,14147.27636,108,440,199.432,1232.130163
STP,2016,193,HHC_LM,92.98777161,99597,3086.568318,15057.56832,108,440,203.227,1259.560255
STP,2017,193,HHC_LM,92.98777161,103607,2852.639474,15522.63947,108,440,207.089,1283.627557
STP,2018,193,HHC_LM,92.98777161,68793,2877.276118,15787.27612,108,440,211.028,1296.724896
SUR,2000,207,NHC_UM,0,329172,29283.74636,68340.74636,109,880,470.949,5726.50541
SUR,2001,207,NHC_UM,0,360005,31393.915,70335.915,109,860,476.579,5896.527352
SUR,2002,207,NHC_UM,0,294140,7881.981907,67159.98191,110,740,482.235,5990.559107
SUR,2003,207,NHC_UM,0,318456,3035.83025,69009.83025,111,805,487.942,6293.444406
SUR,2004,207,NHC_UM,0,331630,16489.42341,65886.42341,111,775,493.679,6748.966117
SUR,2005,207,NHC_UM,0,342371,29346.7127,65956.7127,113,728,499.464,6971.038674
SUR,2006,207,NHC_UM,0,373278,38800.6305,69672.6305,113,728,505.295,7289.803407
SUR,2007,207,NHC_UM,0,388680,46852.34939,68740.34939,114,700,511.181,7574.146811
SUR,2008,207,NHC_UM,0,401623,57757.68197,60903.67578,115,708,517.123,7797.352839
SUR,2009,207,NHC_UM,0,460207,51518.76517,68699.76517,116,804,523.111,7940.350421
SUR,2010,207,NHC_UM,0,473417,61163.3018,88013.3018,115,783,529.131,8255.874872
SUR,2011,207,NHC_UM,0,477192,68519.45224,92482.45224,114,800,535.179,8639.985866
SUR,2012,207,NHC_UM,0,476963,71324.11571,82967.8086,115,732,541.245,8772.928804
SUR,2013,207,NHC_UM,0,534439,71296.9601,81896.9601,116,832,547.291,8930.486509
SUR,2014,207,NHC_UM,0,546509,68524.98824,79571.98824,115,882,553.273,8856.485551
SUR,2015,207,NHC_UM,0,508690,60758.06514,86722.06514,114,870,559.143,8464.759113
SUR,2016,207,NHC_UM,0,509116,46901.1691,130979.1691,114,870,564.888,7966.764374
SUR,2017,207,NHC_UM,0,531022,61626.07098,85363.07098,114,840,570.496,8011.936699
SUR,2018,207,NHC_UM,0,508130,36262.15574,108694.1557,113,840,575.99,8328.303147
SVK,2000,199,NHC_H,0,7395529,341001.3142,581323.3142,109,24400,5399.211,10320.64716
SVK,2001,199,NHC_H,0,8802386,407052.0923,703859.0923,109,22550,5399.992,10675.97908
SVK,2002,199,NHC_H,0,9137027,436171.3735,437879.3735,109,22370,5400.122,11161.46312
SVK,2003,199,NHC_H,0,8061316,535080.5773,503418.5773,110,22360,5399.834,11782.99433
SVK,2004,199,NHC_H,0,9813789,545482.7487,498898.7487,110,19340,5399.38,12407.53059
SVK,2005,199,NHC_H,0,9497252,895491.2747,595274.2747,110,19410,5398.963,13228.0412
SVK,2006,199,NHC_H,0,8377695,1174883.27,695208.2698,110,19390,5398.673,14350.86249
SVK,2007,199,NHC_H,0,7505423,1008366.237,888367.237,111,19300,5398.692,15900.7118
SVK,2008,199,NHC_H,0,8734071,911051.0808,1115232.981,114,19370,5399.371,16772.76871
SVK,2009,199,NHC_H,0,7786559,1465220.65,825234.6504,115,19300,5401.153,15836.60723
SVK,2010,199,NHC_H,0,6745930,1268017.51,1079513.51,115,19447,5404.294,16750.79744
SVK,2011,199,NHC_H,0,8247437,1184736.113,1318831.113,115,19297,5408.937,17205.53068
SVK,2012,199,NHC_H,0,6950297,1601086.411,1048006.535,114,19274,5414.889,17502.06421
SVK,2013,199,NHC_H,0,7755838,1704699.624,934728.6243,111,18934,5421.725,17599.79904
SVK,2014,199,NHC_H,0,9640725,1848175.677,1071194.677,110,18894,5428.803,18047.19105
SVK,2015,199,NHC_H,0,8088410,2019665.415,1072001.415,110,18886,5435.611,18898.17699
SVK,2016,199,NHC_H,0,9798655,1998390.055,1125163.055,112,18860,5442.003,19276.3561
SVK,2017,199,NHC_H,0,8055914,1882177.629,1111304.629,113,18790,5447.9,19821.84347
SVK,2018,199,NHC_H,0,8733979,1582891.558,1278463.558,114,18890,5453.014,20516.9279
SVN,2000,198,LHC_H,7.128323936,2800425,121453.8335,551950.8335,121,5180,1987.717,18523.16629
SVN,2001,198,LHC_H,7.128323936,2623821,213826.3254,609224.3254,122,5100,1987.461,19088.88667
SVN,2002,198,LHC_H,7.128323936,2917397,294638.4085,545133.4085,123,5050,1987.267,19733.59818
SVN,2003,198,LHC_H,7.128323936,2501441,119407.0809,612893.0809,123,5100,1987.862,20305.51678
SVN,2004,198,LHC_H,7.128323936,2876230,140091.4804,796544.4804,124,4920,1990.222,21177.10169
SVN,2005,198,LHC_H,7.128323936,2804125,235885.9013,777971.9013,124,5090,1994.976,21943.36143
SVN,2006,198,LHC_H,7.128323936,2638581,286365.0426,796633.0426,125,4910,2002.43,23130.38375
SVN,2007,198,LHC_H,7.128323936,2361833,327966.6219,776372.6219,126,4980,2012.118,24606.93237
SVN,2008,198,LHC_H,7.128323936,2373909,350652.2221,858287.3209,127,6185.6,2023.052,25430.34911
SVN,2009,198,LHC_H,7.128323936,2320081,353638.482,813076.482,127,6251.2,2033.804,23299.20458
SVN,2010,198,LHC_H,7.128323936,2308547,561404.3824,919668.3824,127,6238.6,2043.337,23509.54314
SVN,2011,198,LHC_H,7.128323936,2330464,601257.5665,957866.5665,127,6206.1,2051.287,23662.83082
SVN,2012,198,LHC_H,7.128323936,2178394,575360.2576,797377.064,127,6117.9,2057.823,22989.92971
SVN,2013,198,LHC_H,7.128323936,2050358,511269.0995,749122.0995,127,6102.1,2063.11,22722.43708
SVN,2014,198,LHC_H,7.128323936,2310181,644095.4171,722369.4171,127,6148.4,2067.488,23328.47494
SVN,2015,198,LHC_H,7.128323936,2366876,608602.8551,700004.8551,127,6164.9,2071.199,23826.1315
SVN,2016,198,LHC_H,7.128323936,2333789,677925.3743,689375.3743,128,6174.8,2074.21,24568.63634
SVN,2017,198,LHC_H,7.128323936,2170795,736415.1682,741328.1682,128,6150.4,2076.394,25729.5753
SVN,2018,198,LHC_H,7.128323936,2180582,863092.5998,691371.5998,129,6120,2077.837,26760.48351
SWE,2000,210,NHC_H,0,16892254,1087450.432,1550918.432,122,29741,8881.64,44941.67037
SWE,2001,210,NHC_H,0,16637401,1519099.925,1650073.925,122,30539,8897.793,45470.85939
SWE,2002,210,NHC_H,0,16622773,974628.2381,1750841.238,123,31399,8920.71,46318.83361
SWE,2003,210,NHC_H,0,16168032,1401638.373,1707511.373,122,31287,8951.436,47212.70854
SWE,2004,210,NHC_H,0,16438721,1122381.469,1817333.469,122,31532,8990.654,49066.89619
SWE,2005,210,NHC_H,0,15832449,1093284.294,1771333.294,121,32012,9038.623,50268.17571
SWE,2006,210,NHC_H,0,14325123,1060021.267,2008648.267,122,31501,9096.165,52316.96324
SWE,2007,210,NHC_H,0,15044364,876747.145,2091409.145,122,31209,9162.939,53716.4434
SWE,2008,210,NHC_H,0,15050691,1040785.819,2159147.671,123,30758,9236.428,53059.45393
SWE,2009,210,NHC_H,0,15830194,1048108.074,2124215.074,124,30672,9313.087,50326.22205
SWE,2010,210,NHC_H,0,14249804,1042326.691,2246202.691,124,30737,9390.168,52869.04429
SWE,2011,210,NHC_H,0,15054906,1083610.843,2438597.843,124,30631,9466.71,54147.9404
SWE,2012,210,NHC_H,0,15346161,1135237.093,2489509.695,125,30315,9542.812,53432.64485
SWE,2013,210,NHC_H,0,15380330,1055798.063,2440214.063,126,30360.8,9618.016,53611.10179
SWE,2014,210,NHC_H,0,16210622,1476725.307,2498266.307,126,30360.7,9692.131,54492.59912
SWE,2015,210,NHC_H,0,15525500,1997212.867,2334653.867,126,30283.5,9764.95,56339.9943
SWE,2016,210,NHC_H,0,15788957,1771742.938,2425171.938,126,30209.2,9836.007,56788.54308
SWE,2017,210,NHC_H,0,16256558,1552309.757,2549317.757,126,30113.7,9904.896,57467.24997
SWE,2018,210,NHC_H,0,12684055,1130968.941,2685793.941,127,30003.9,9971.638,57911.22898
SWZ,2000,209,HHC_LM,66.65250412,1199756,283171.2703,158754.2703,112,12230,1005.435,3117.825644
SWZ,2001,209,HHC_LM,66.65250412,1175381,327204.1265,158738.1265,113,12240,1013.609,3125.296998
SWZ,2002,209,HHC_LM,66.65250412,1143649,340262.9751,174464.9751,116,12240,1019.059,3244.754408
SWZ,2003,209,HHC_LM,66.65250412,1248986,187683.1265,228426.1265,116,12240,1022.802,3358.325926
SWZ,2004,209,HHC_LM,66.65250412,1197046,773203.3257,81506.32566,115,12240,1026.286,3468.191171
SWZ,2005,209,HHC_LM,66.65250412,1235303,530933.0114,154489.0114,113,12240,1030.579,3660.944169
SWZ,2006,209,HHC_LM,66.65250412,1146613,801421.5614,57720.56135,112,12240,1036.092,3859.640914
SWZ,2007,209,HHC_LM,66.65250412,1119821,254405.3251,184764.3251,112,12240,1042.652,4005.485355
SWZ,2008,209,HHC_LM,66.65250412,1167080,238387.3859,9826.35715,107,12240,1049.945,4010.330657
SWZ,2009,209,HHC_LM,66.65250412,1159861,218117.3199,27896.31994,104,12220,1057.467,4044.152135
SWZ,2010,209,HHC_LM,66.65250412,1185929,256007.3825,3222.382499,101,12220,1064.837,4168.489518
SWZ,2011,209,HHC_LM,66.65250412,1271274,237492.0326,6361.032646,104,12220,1072.033,4233.587058
SWZ,2012,209,HHC_LM,66.65250412,1326172,270675.2513,6883.994768,107,12220,1079.288,4431.836065
SWZ,2013,209,HHC_LM,66.65250412,1365523,489519.9287,155123.9287,109,12220,1086.843,4570.995925
SWZ,2014,209,HHC_LM,66.65250412,1395541,534884.2784,146863.2784,110,12220,1095.019,4578.284376
SWZ,2015,209,HHC_LM,66.65250412,1287577,404888.8651,170575.8651,109,12220,1104.044,4640.947006
SWZ,2016,209,HHC_LM,66.65250412,1254101,497880.6957,150917.6957,110,12220,1113.997,4650.097092
SWZ,2017,209,HHC_LM,66.65250412,1363079,446076.9997,189901.9997,111,12220,1124.805,4698.722138
SWZ,2018,209,HHC_LM,66.65250412,1426467,436388.3134,196365.3134,112,12220,1136.281,4761.618785
TCD,2000,39,NHC_L,0,2154194,65724.96673,3350.966728,92,486300,8355.654,462.2542397
TCD,2001,39,NHC_L,0,2574248,45970.99992,4472.999916,93,489300,8678.051,496.9693688
TCD,2002,39,NHC_L,0,2453151,45162.74083,3867.740829,93,487300,9019.233,518.7725668
TCD,2003,39,NHC_L,0,2780712,45564.88828,5492.888279,94,488300,9373.916,572.6256558
TCD,2004,39,NHC_L,0,2179042,44517.92633,13022.92633,94,488300,9734.767,736.8317886
TCD,2005,39,NHC_L,0,3405768,45529.27616,39669.27616,94,489300,10096.633,833.5576762
TCD,2006,39,NHC_L,0,3284681,58027.01046,45922.01046,94,489300,10457.124,810.0395091
TCD,2007,39,NHC_L,0,2913289,44783.27146,43968.27146,94,489310,10818.024,808.6314688
TCD,2008,39,NHC_L,0,2958329,22066.9377,40286.93723,95,489310,11183.588,806.0778749
TCD,2009,39,NHC_L,0,2736328,17484.23018,14479.23018,97,490350,11560.147,812.7116704
TCD,2010,39,NHC_L,0,3907803,10346.75096,45380.75096,99,492350,11952.136,892.5688697
TCD,2011,39,NHC_L,0,3373674,15129.00886,35444.00886,99,493350,12360.99,863.7614645
TCD,2012,39,NHC_L,0,4955489,22354.02347,30295.01089,102,496850,12784.75,909.312486
TCD,2013,39,NHC_L,0,4247437,17564.25151,6329.25151,103,500360,13220.433,929.468423
TCD,2014,39,NHC_L,0,4424839,16500.12304,31345.12304,105,502360,13663.566,961.3776737
TCD,2015,39,NHC_L,0,4164041,30615.67778,17462.67778,105,502370,14110.975,956.659963
TCD,2016,39,NHC_L,0,5074790,18115.92023,6574.920229,106,502380,14561.66,869.0591627
TCD,2017,39,NHC_L,0,4635547,10911.17523,5999.175234,105,502380,15016.753,817.5347904
TCD,2018,39,NHC_L,0,4889416,4195.475554,6532.475554,104,502380,15477.729,812.0170771
TGO,2000,217,LHC_L,10.9890555,1948320,88555.89295,86779.89295,97,36300,4924.402,558.6505494
TGO,2001,217,LHC_L,10.9890555,2038584,110242.7536,168941.7536,98,34800,5062.567,547.8787556
TGO,2002,217,LHC_L,10.9890555,2105707,116699.3858,227777.3858,99,35050,5197.031,554.1256518
TGO,2003,217,LHC_L,10.9890555,2166312,134541.1704,214231.1704,100,34800,5330.639,576.5438862
TGO,2004,217,LHC_L,10.9890555,2072913,126789.2396,168905.2396,102,34550,5467.766,556.5822686
TGO,2005,217,LHC_L,10.9890555,2074383,202042.1662,160119.1662,102,32500,5611.64,517.0065219
TGO,2006,217,LHC_L,10.9890555,2205151,100696.7041,261129.7041,103,32800,5762.88,516.7802609
TGO,2007,217,LHC_L,10.9890555,2249290,152517.3051,109796.3051,104,34950,5920.359,497.1228742
TGO,2008,217,LHC_L,10.9890555,2354428,167671.108,105032.0737,107,35450,6083.42,503.4513377
TGO,2009,217,LHC_L,10.9890555,2592103,147975.4322,92321.4322,109,36050,6250.835,517.100785
TGO,2010,217,LHC_L,10.9890555,2616265,161066.3437,117894.3437,111,36650,6421.679,534.0447826
TGO,2011,217,LHC_L,10.9890555,2799310,235293.1849,159410.1849,111,36650,6595.943,553.201791
TGO,2012,217,LHC_L,10.9890555,2944950,163058.8154,191308.7337,111,38500,6773.809,573.9239887
TGO,2013,217,LHC_L,10.9890555,2875654,183749.5662,204193.5662,110,38200,6954.722,593.1620921
TGO,2014,217,LHC_L,10.9890555,3262438,264335.5676,155805.5676,109,38200,7138,612.1489724
TGO,2015,217,LHC_L,10.9890555,3081464,342428.6082,296527.6082,108,38200,7323.158,630.9369057
TGO,2016,217,LHC_L,10.9890555,3099235,264351.6298,288122.6298,108,38200,7509.951,649.445939
TGO,2017,217,LHC_L,10.9890555,3218047,257012.9433,336742.9433,108,38200,7698.474,661.0868039
TGO,2018,217,LHC_L,10.9890555,3330853,321366.9801,315681.9801,109,38200,7889.093,677.2156169
THA,2000,216,HHC_UM,99.84870582,83218957,4430695.304,2871452.304,107,198340,62952.642,3458.352887
THA,2001,216,HHC_UM,99.84870582,86363498,5309499.392,2721252.392,108,198280,63539.196,3544.442405
THA,2002,216,HHC_UM,99.84870582,86083260,4645285.128,2995261.128,109,196890,64069.087,3731.273439
THA,2003,216,HHC_UM,99.84870582,92355979,5722743.605,3215593.605,110,195540,64549.866,3969.734904
THA,2004,216,HHC_UM,99.84870582,92326259,6275067.037,3264559.037,112,195550,64995.299,4190.488025
THA,2005,216,HHC_UM,99.84870582,86977174,4449574.028,3832391.028,113,196100,65416.189,4337.879975
THA,2006,216,HHC_UM,99.84870582,92367916,3769273.174,3559415.174,113,197000,65812.536,4525.95528
THA,2007,216,HHC_UM,99.84870582,103186570,5034639.24,3416251.24,112,198000,66182.067,4745.3039
THA,2008,216,HHC_UM,99.84870582,101433178,5086730.547,3937820.739,112,200500,66530.984,4801.877754
THA,2009,216,HHC_UM,99.84870582,105254780,5544066.575,4001125.575,112,208790,66866.839,4744.763146
THA,2010,216,HHC_UM,99.84870582,100280452,4136977.202,5201030.202,112,210600,67195.028,5076.339872
THA,2011,216,HHC_UM,99.84870582,107876129,7022375.225,5065805.225,113,210600,67518.388,5094.472887
THA,2012,216,HHC_UM,99.84870582,118248014,8073156.254,6242286.613,113,218600,67835.962,5437.876729
THA,2013,216,HHC_UM,99.84870582,116634152,6914926.94,5251014.94,114,221100,68144.518,5558.735672
THA,2014,216,HHC_UM,99.84870582,114365539,7670930.893,5219698.893,114,221100,68438.746,5589.326543
THA,2015,216,HHC_UM,99.84870582,111264188,6601081.093,9109268.093,113,221100,68714.511,5741.364097
THA,2016,216,HHC_UM,99.84870582,112270528,6677543.337,9330565.337,113,221100,68971.308,5916.478454
THA,2017,216,HHC_UM,99.84870582,115163276,7392613.796,7668852.796,114,221100,69209.81,6142.409493
THA,2018,216,HHC_UM,99.84870582,119556611,10020032.11,7519878.113,115,221100,69428.453,6379.597547
TJK,2000,208,HHC_L,96.54855718,2247884,88113.67642,347588.6764,87,45730,6216.341,415.5147147
TJK,2001,208,HHC_L,96.54855718,2410535,81035.66294,311155.6629,86,45730,6318.513,447.961131
TJK,2002,208,HHC_L,96.54855718,2850979,92382.12393,275970.1239,86,45710,6426.867,487.9730954
TJK,2003,208,HHC_L,96.54855718,3230474,135952.5514,164429.5514,88,45960,6541.547,532.1537106
TJK,2004,208,HHC_L,96.54855718,3550532,160665.18,126085.18,89,46500,6662.389,576.3192838
TJK,2005,208,HHC_L,96.54855718,3646700,158039.5081,276022.5081,90,46720,6789.321,603.4364376
TJK,2006,208,HHC_L,96.54855718,3812155,169426.275,247099.275,90,47350,6922.587,633.2465927
TJK,2007,208,HHC_L,96.54855718,4020503,208552.5937,366418.5937,91,47290,7062.672,669.1007299
TJK,2008,208,HHC_L,96.54855718,4215116,159368.1361,287275.1348,91,47270,7209.93,707.2142202
TJK,2009,208,HHC_L,96.54855718,4943109,214620.732,455147.732,91,47594,7364.753,719.3480932
TJK,2010,208,HHC_L,96.54855718,5179010,231935.6442,62490.64425,91,47557,7527.394,749.5524123
TJK,2011,208,HHC_L,96.54855718,5177093,112971.2179,523863.2179,91,47528,7697.51,787.2288818
TJK,2012,208,HHC_L,96.54855718,5782082,95957.06213,833423.0537,93,47490,7874.835,827.2141323
TJK,2013,208,HHC_L,96.54855718,6411436,122383.1772,713660.1772,94,47462,8059.769,868.04164
TJK,2014,208,HHC_L,96.54855718,6210069,93986.64468,851785.6447,95,47417,8252.833,904.5352213
TJK,2015,208,HHC_L,96.54855718,6530128,147865.9894,920380.9894,97,47383,8454.028,935.9893753
TJK,2016,208,HHC_L,96.54855718,6666421,111396.7558,1096702.756,98,47335,8663.579,976.3706204
TJK,2017,208,HHC_L,96.54855718,7113543,77745.53541,1206102.535,99,47401,8880.268,1020.176108
TJK,2018,208,HHC_L,96.54855718,7551817,103376.0052,1170887.005,99,47277,9100.835,1071.104328
TKM,2000,213,LHC_UM,7.610701371,5233619,69699.12899,86965.12899,115,355000,4516.133,2381.177311
TKM,2001,213,LHC_UM,7.610701371,5769367,43193.97881,55520.97881,116,355000,4564.083,2458.503909
TKM,2002,213,LHC_UM,7.610701371,6417570,18756.92328,104449.9233,119,353500,4610.005,2440.268876
TKM,2003,213,LHC_UM,7.610701371,6939137,15294.75614,82080.75614,121,351900,4655.743,2495.282461
TKM,2004,213,LHC_UM,7.610701371,7211925,38076.22695,61655.22695,122,350500,4703.401,2593.516357
TKM,2005,213,LHC_UM,7.610701371,8077541,60583.43549,63039.43549,123,348800,4754.646,2899.953482
TKM,2006,213,LHC_UM,7.610701371,8400007,37918.63192,27537.63192,123,347000,4810.109,3181.067842
TKM,2007,213,LHC_UM,7.610701371,6651534,78268.89327,150136.8933,123,345500,4870.141,3489.326479
TKM,2008,213,LHC_UM,7.610701371,6451394,107534.2992,459975.2984,122,343500,4935.767,3949.045833
TKM,2009,213,LHC_UM,7.610701371,6728704,428861.3498,159970.3498,122,342050,5007.954,4129.541057
TKM,2010,213,LHC_UM,7.610701371,6767149,26481.31403,186544.314,121,340000,5087.213,4439.202128
TKM,2011,213,LHC_UM,7.610701371,6342262,35123.72607,64460.72607,120,338380,5174.085,5006.281719
TKM,2012,213,LHC_UM,7.610701371,6561128,22449.22981,67774.22673,122,338380,5267.9,5462.911068
TKM,2013,213,LHC_UM,7.610701371,7021770,60352.61856,79980.61856,124,338380,5366.378,5909.662018
TKM,2014,213,LHC_UM,7.610701371,6674148,86613.66347,363576.6635,126,338380,5466.328,6399.173496
TKM,2015,213,LHC_UM,7.610701371,6909039,64789.25284,73893.25284,126,338380,5565.287,6693.936813
TKM,2016,213,LHC_UM,7.610701371,6944512,90610.51422,303299.5142,125,338380,5662.368,6987.069411
TKM,2017,213,LHC_UM,7.610701371,6415358,23722.10827,272734.1083,124,338380,5757.667,7318.068043
TKM,2018,213,LHC_UM,7.610701371,5984154,31141.86538,345692.8654,123,338380,5850.901,7647.943647
TTO,2000,220,NHC_H,0,402541,48174.04328,372092.0433,116,670,1267.153,9785.863414
TTO,2001,220,NHC_H,0,373497,45913.32473,297839.3247,115,600,1271.632,10157.97249
TTO,2002,220,NHC_H,0,426184,47083.96833,305601.9683,114,600,1277.213,10916.25413
TTO,2003,220,NHC_H,0,320720,36705.04848,351807.0485,113,600,1283.559,12430.82705
TTO,2004,220,NHC_H,0,310432,25963.65844,443441.6584,114,550,1290.123,13350.94422
TTO,2005,220,NHC_H,0,306416,24742.03871,395317.0387,115,540,1296.502,14110.09558
TTO,2006,220,NHC_H,0,359992,36098.44794,328248.4479,116,540,1302.561,15899.51016
TTO,2007,220,NHC_H,0,362913,23061.42858,411518.4286,117,540,1308.451,16580.32991
TTO,2008,220,NHC_H,0,249399,5678.510528,501778.2449,117,540,1314.443,17064.45376
TTO,2009,220,NHC_H,0,235679,12477.01051,337786.0105,118,540,1320.93,16235.09185
TTO,2010,220,NHC_H,0,237033,10385.34225,338186.3422,119,540,1328.147,16683.39306
TTO,2011,220,NHC_H,0,238903,8445.751254,368284.7513,122,540,1336.178,16534.24351
TTO,2012,220,NHC_H,0,240993,8719.386436,418334.4035,123,540,1344.819,16636.72094
TTO,2013,220,NHC_H,0,237245,7056.351536,411959.3515,124,540,1353.703,16895.82445
TTO,2014,220,NHC_H,0,235520,7933.887141,454140.8871,123,540,1362.345,16635.60142
TTO,2015,220,NHC_H,0,222453,8422.755113,399392.7551,123,540,1370.328,16783.93922
TTO,2016,220,NHC_H,0,231209,5727.321317,443622.3213,123,540,1377.56,15760.56774
TTO,2017,220,NHC_H,0,273901,5119.773892,496691.7739,123,540,1384.059,15217.97344
TTO,2018,220,NHC_H,0,247410,3951.291905,437414.2919,123,540,1389.843,15164.68438
TUN,2000,222,HHC_UM,54.04105189,6748827,282371.3487,2300964.349,136,95510,9708.35,3001.766008
TUN,2001,222,HHC_UM,54.04105189,6335762,201378.4923,2963070.492,136,94990,9793.903,3088.499598
TUN,2002,222,HHC_UM,54.04105189,5899972,57616.72986,4000873.73,136,97630,9871.251,3104.826857
TUN,2003,222,HHC_UM,54.04105189,9032546,87270.28524,2855852.285,136,97840,9945.277,3226.632877
TUN,2004,222,HHC_UM,54.04105189,8257662,313123.4554,2482039.455,136,98300,10022.277,3401.504626
TUN,2005,222,HHC_UM,54.04105189,8727078,193393.5548,2869024.555,136,98240,10106.771,3490.669049
TUN,2006,222,HHC_UM,54.04105189,8633516,274600.4265,3099147.426,138,98060,10201.214,3639.71542
TUN,2007,222,HHC_UM,54.04105189,8962889,215303.279,3498816.279,139,98050,10304.726,3844.906248
TUN,2008,222,HHC_UM,54.04105189,8836889,257571.6281,3631174.585,140,98810,10414.433,3965.630013
TUN,2009,222,HHC_UM,54.04105189,9779230,275665.194,2682688.194,141,97890,10525.694,4043.125893
TUN,2010,222,HHC_UM,54.04105189,8701236,254068.8334,3971564.833,142,100380,10635.244,4141.975964
TUN,2011,222,HHC_UM,54.04105189,9653073,249647.5807,3761040.581,142,100720,10741.88,4022.219438
TUN,2012,222,HHC_UM,54.04105189,10586075,250314.64,3797811.348,144,99220,10847.002,4146.095801
TUN,2013,222,HHC_UM,54.04105189,9748244,248113.1745,3968740.174,145,99430,10952.951,4221.844428
TUN,2014,222,HHC_UM,54.04105189,10647782,184959.0592,3983935.059,147,97610,11063.201,4299.850741
